 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso
8,7877E+12;SP ;SANTO ANDRE ;VILA JOAO RAMALHO ;ESTRADA CATA PRETA, N. 225, Apto 125, BL 02 NO 12 PAVIMENTO ;265.000,00;265.000,00;0.00;Apartamento, 86.90 de área total, 48.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703112825
1,44441E+12;SP ;SANTO ANDRE ;VILA PALMARES ;RUA QUATA, N. 641, Apto 64, ANDAR 6 BL A ED AQUILA ;300.000,00;300.000,00;0.00;Apartamento, 84.53 de área total, 46.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406050050
8,78771E+12;SP ;SANTO ANDRE ;JARDIM JAMAICA ;ESTRADA JOAO DUCIN, N. 425, Apto 806, TORRE 2 ;231.007,21;230.000,00;0.00;Apartamento, 93.33 de área total, 43.41 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708372400
8,1573E+12;SP ;SANTO ANDRE ;VILA SUICA ;RUA HERCULES, N. 672, QD I LT 05 ;339.896,82;330.000,00;0.00;Casa, 235.00 de área total, 126.00 de área privativa, 181.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8157300017514
1,44441E+12;SP ;SANTO ANDRE ;JARDIM DO ESTADIO ;RUA AROUCHE, N. 236, CS 02 LT 18 QD 23 ;214.971,77;205.000,00;0.00;Casa, 76.63 de área total, 37.18 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444411485485
8,44442E+12;SP ;SANTO ANDRE ;VILA SACADURA CABRAL ;RUA MANOEL ESTEVES, N. 215, Apto 24, ;197.407,48;185.000,00;0.00;Apartamento, 69.64 de área total, 37.97 de área privativa, 0.00 de área do terreno,  2 qto(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417713216
1,44441E+12;SP ;SANTO ANDRE ;CASA BRANCA ;RUA SIQUEIRA CAMPOS, N. 107, Apto 62, PAV 06 BL 01 ;1.265.940,22;1.154.718,00;0.00;Apartamento, 214.97 de área total, 128.01 de área privativa, 0.00 de área do terreno,  4 qto(s), varanda, a.serv, WC, WC Emp, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406035990
1,44442E+12;SP ;SANTO ANDRE ;JARDIM SANTO ANDRE CDHU ;AVENIDA LORETO, N. 85, Apto 02, BL A ;344.238,20;259.000,00;0.00;Apartamento, 104.48 de área total, 60.52 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418132170
10141347;SP ;SANTOS ;GONZAGA ;RUA AZEVEDO SODRE, N. 156, SALA 83 ;164.969,45;310.000,00;46.79;Sala, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10141347
10207582;SP ;SANTOS ;CENTRO ;RUA JOAO PESSOA, N. 69, SL 131 ;262.684,14;429.009,00;38.77;Sala, 0.00 de área total, 100.14 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10207582
10208364;SP ;SANTOS ;EMBARE ;RUA GREENHALG, N. 21, Apto 22, BL B ;191.039,00;312.000,00;38.77;Apartamento, 0.00 de área total, 57.68 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10208364
1,55552E+12;SP ;SANTOS ;AREIA BRANCA ;AVENIDA ENGENHEIRO MANOEL FERRAMENTA JUN, N. 363, Apto 161, BLC B 16º ANDAR ;250.045,28;392.342,18;36.27;Apartamento, 0.00 de área total, 69.20 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555520973199
1,44442E+12;SP ;SANTOS ;MORRO NOVA CINTRA ;AVENIDA PREFEITO DOUTOR ANTONIO MANOEL D, N. 780, Apto 125, BL B ;197.567,43;310.000,00;36.27;Apartamento, 0.00 de área total, 53.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419091036
1,44441E+12;SP ;SANTOS ;CAMPO GRANDE ;RUA PEDRO AMERICO, N. 36, Apto 31, ;284.103,11;293.000,00;3.04;Apartamento, 90.20 de área total, 61.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406046355
8,3048E+12;SP ;SANTOS ;SANTOS ;RUA MONSENHOR PAULA RODRIGUES, N. 94, Apto 08, ;223.000,00;223.000,00;0.00;Apartamento, 0.00 de área total, 43.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8304800002470
8,7877E+12;SP ;SANTOS ;AREIA BRANCA ;AVENIDA JORNALISTA PAULO MATOS, N. 239, Apto 01, BLOCO 02, TÉRREO ;199.881,17;199.881,17;0.00;Apartamento, 69.46 de área total, 45.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703475847
8,4444E+12;SP ;SANTOS ;APARECIDA ;RUA JURUBATUBA, N. 06, Apto 207, TIPO II - 2º ANDAR ;211.000,00;211.000,00;0.00;Apartamento, 47.55 de área total, 42.76 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444403957886
1,44442E+12;SP ;SANTOS ;CAMPO GRANDE ;RUA JOSE CLEMENTE PEREIRA, N. 31, Apto 76, ;303.000,00;303.000,00;0.00;Apartamento, 83.60 de área total, 57.86 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418887961
1,7877E+12;SP ;SANTOS ;MACUCO ;RUA JOAO GUERRA, N. 285, Apto 134, 14º PAVIMENTO ;297.000,00;297.000,00;0.00;Apartamento, 40.32 de área total, 27.01 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787702301405
1,44441E+12;SP ;SANTOS ;CAMPO GRANDE ;AVENIDA SENADOR PINHEIRO MACHADO, N. 709, Apto 802, 8º ANDAR ;380.171,00;372.000,00;0.00;Apartamento, 0.00 de área total, 77.25 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, WC Emp, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405252679
1,44441E+12;SP ;SAO BERNARDO DO CAMPO ;TABOAO ;RUA HUNGRIA, N. 319, . ;317.650,19;553.800,00;42.65;Casa, 0.00 de área total, 232.60 de área privativa, 125.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406817025
8,5555E+12;SP ;SAO BERNARDO DO CAMPO ;TABOAO ;RUA LUISIANA, N. 545, Apto 32, BL B ;125.884,66;200.000,00;37.06;Apartamento, 0.00 de área total, 47.24 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555500241824
1,44441E+12;SP ;SAO BERNARDO DO CAMPO ;VILA SANTA LUZIA ;RUA RUSSIA, N. 745, Apto 23, ;119.590,43;190.000,00;37.06;Apartamento, 0.00 de área total, 30.09 de área privativa, 0.00 de área do terreno, a.serv, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408527814
1,4444E+12;SP ;SAO BERNARDO DO CAMPO ;VILA DAMASIO ;RUA SENADOR FRANCISCO DE MENEZES PIMENTEL, N. 284, Apto 22, ;175.261,43;275.000,00;36.27;Apartamento, 0.00 de área total, 58.88 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403829847
1,55553E+12;SP ;SAO BERNARDO DO CAMPO ;TABOAO ;RUA LUIZ VIEIRA DE SOUZA, N. 40, Apto 23, TORRE 5 ;199.479,38;313.000,00;36.27;Apartamento, 0.00 de área total, 59.00 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555530851550
1,44442E+12;SP ;SAO BERNARDO DO CAMPO ;ALVES DIAS ;AVENIDA JUSCELINO KUBITSCHEK, N. 1088, Apto 1, ;200.754,00;315.000,00;36.27;Apartamento, 0.00 de área total, 78.48 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418999980
1,55554E+12;SP ;SAO BERNARDO DO CAMPO ;ASSUNCAO ;RUA CRISTIANO ANGELI, N. 765, Apto 115-, BLOCO A, 11º ANDAR ;195.655,49;307.000,00;36.27;Apartamento, 0.00 de área total, 45.76 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555538057810
1,44442E+12;SP ;SAO BERNARDO DO CAMPO ;SÃO BERNARDO DO CAMP ;RUA ZURICH, N. 320, Apto 12-B, BL B ;254.100,00;254.100,00;0.00;Apartamento, 95.05 de área total, 67.17 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417228557
8,44441E+12;SP ;SAO BERNARDO DO CAMPO ;RES VANCOUVER I ;RUA DOS VIANAS, N. 3545, Apto 232, 3º ANDAR, BLOCO 02 ;231.500,00;231.500,00;0.00;Apartamento, 128.07 de área total, 52.37 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412594308
1,44441E+12;SP ;SAO BERNARDO DO CAMPO ;DEMARCHI ;RUA GREGORIA DE FREGEL, N. 380, Apto 43, ED MICHIGAN BL 20 ;230.000,00;230.000,00;0.00;Apartamento, 45.51 de área total, 40.02 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444414920930
1,5555E+12;SP ;SAO BERNARDO DO CAMPO ;DEMARCHI ;RUA MIRO VETORAZZO, N. 990, Apto 31, BL 6-B ;275.000,00;275.000,00;0.00;Apartamento, 0.00 de área total, 57.29 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555500493868
1,55554E+12;SP ;SAO BERNARDO DO CAMPO ;PLANALTO ;RUA PEDRO ANGELINI, N. 16, LT 21 QD 09 ;920.000,00;920.000,00;0.00;Comercial, 339.38 de área total, 135.00 de área privativa, 339.38 de área do terreno, WC.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555537913089
8,0248E+12;SP ;SAO BERNARDO DO CAMPO ;SANTA TEREZINHA ;TIRADENTES, N. 1837, Apto 143, BL18 - EDIFICIO CRISTAL ;217.000,00;217.000,00;0.00;Apartamento, 0.00 de área total, 50.20 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8024800799403
8,55554E+12;SP ;SAO BERNARDO DO CAMPO ;SANTA TEREZINHA ;RUA AMARO JOSE GONCALVES, N. 142, Apto 113, ;315.000,00;315.000,00;0.00;Apartamento, 0.00 de área total, 51.21 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538741840
1,55551E+12;SP ;SAO BERNARDO DO CAMPO ;TABOAO ;AVENIDA OLINTO DEMARCHI, N. 40, Apto 12, BL 3 ED PAINEIRAS ;490.000,00;490.000,00;0.00;Apartamento, 110.29 de área total, 70.00 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555514422186
1,55553E+12;SP ;SAO BERNARDO DO CAMPO ;CENTRO ;AVENIDA ALDINO PINOTTI, N. 500, Apto 202, TORRE 04 ;1.576.000,00;1.576.000,00;0.00;Apartamento, 0.00 de área total, 155.00 de área privativa, 0.00 de área do terreno,  4 qto(s), a.serv, WC, WC Emp, 1 sala(s), 1 lavabo(s), cozinha, Terraco, 3 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555531017715
8,44443E+12;SP ;SAO BERNARDO DO CAMPO ;SANTA TEREZINHA ;RUA TIRADENTES, N. 1837, Apto 64, ANDAR 06 BL 10 ;207.946,01;205.000,00;0.00;Apartamento, 62.16 de área total, 50.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427021104
8,44441E+12;SP ;SAO BERNARDO DO CAMPO ;SANTA TEREZINHA ;RUA TIRADENTES, N. 1837, Apto 154, BL10 ;242.024,77;237.000,00;0.00;Apartamento, 0.00 de área total, 50.20 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411491360
1,44441E+12;SP ;SAO BERNARDO DO CAMPO ;SANTA TEREZINHA ;RUA WENCESLAU RICHTER, N. 124, Apto 61, 6º ANDAR - 7º PAVIMENTO - EDIFÍCIO 91 ;226.274,00;220.000,00;0.00;Apartamento, 81.64 de área total, 55.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407520140
1,44441E+12;SP ;SAO BERNARDO DO CAMPO ;ALVES DIAS ;RUA YOLANDA SUPPI BOSQUEIRO, N. 171, ;352.351,10;339.000,00;0.00;Casa, 108.65 de área total, 63.20 de área privativa, 125.00 de área do terreno, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405420199
1,44442E+12;SP ;SAO BERNARDO DO CAMPO ;ASSUNCAO ;AVENIDA JOSE ODORIZZI, N. 2471, Apto 21, ;286.390,73;271.500,00;0.00;Apartamento, 54.66 de área total, 51.27 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417835232
8,44441E+12;SP ;SAO BERNARDO DO CAMPO ;SANTA TEREZINHA ;RUA TIRADENTES, N. 1837, Apto 138, ANDAR 13 BL 05 ;226.771,44;209.000,00;0.00;Apartamento, 62.16 de área total, 50.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411822790
1,44441E+12;SP ;SAO BERNARDO DO CAMPO ;NOVA PETROPOLIS ;AVENIDA WALLACE SIMONSEN, N. 1450, Apto 12, BL 01 ;272.946,24;241.500,00;0.00;Apartamento, 74.10 de área total, 42.37 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406968120
1,4444E+12;SP ;SAO BERNARDO DO CAMPO ;MONTANHAO ;AVENIDA SERGIO TREVISAN (ANTIGA AVENIDA 2), N. 674, Apto 22, BL 9-X ;270.524,27;212.000,00;0.00;Apartamento, 66.54 de área total, 51.20 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402648440
8,55554E+12;SP ;SAO BERNARDO DO CAMPO ;FERRAZOPOLIS ;RUA PARTICULAR FLORA BULCAO L VERTEMATE, N. 70, Apto 102, BL 03 ED SPLENDIDO ;365.284,54;225.000,00;0.00;Apartamento, 93.45 de área total, 48.34 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538668000
10208286;SP ;SAO CAETANO DO SUL ;CERAMICA ;ALAMEDA TERRACOTA, N. 215, SL 1020 ;307.376,86;502.000,00;38.77;Sala, 0.00 de área total, 53.09 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10208286
10208365;SP ;SAO CAETANO DO SUL ;SANTA PAULA ;RUA ANTONIO BENTO, N. 85, SL 1-A, 1º ANDAR ;664.350,38;1.085.000,00;38.77;Sala, 0.00 de área total, 231.94 de área privativa, 0.00 de área do terreno, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10208365
10208368;SP ;SAO CAETANO DO SUL ;SANTA PAULA ;RUA ANTONIO BENTO, N. 85, SL 1-B, 1º ANDAR ;713.334,74;1.165.000,00;38.77;Sala, 0.00 de área total, 231.93 de área privativa, 0.00 de área do terreno, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10208368
10208371;SP ;SAO CAETANO DO SUL ;SANTA PAULA ;RUA ANTONIO BENTO, N. 85, LJ 01, TÉRREO ;690.292,50;1.127.368,00;38.77;Loja, 0.00 de área total, 220.00 de área privativa, 0.00 de área do terreno, 4 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10208371
8,44443E+12;SP ;SAO CARLOS ;CIDADE ARACY ;RUA ANTONIO DAS GRACAS GENEROSO, N. 135, LT 5013A, QD 137 ;78.201,87;135.000,00;42.08;Casa, 0.00 de área total, 40.00 de área privativa, 125.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426552483
8,78771E+12;SP ;SAO CARLOS ;JARDIM JOCKEY CLUBE ;RUA RAY WESLEY HERRICK, N. 5401, Apto 301, BL 10 ;90.746,77;155.000,00;41.46;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705917170
8,44442E+12;SP ;SAO CARLOS ;CIDADE ARACY ;RUA AUGUSTO WENZEL, N. 371, LT 1488A QD 46 ;81.964,82;140.000,00;41.46;Casa, 0.00 de área total, 57.75 de área privativa, 125.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415398267
8,78771E+12;SP ;SAO CARLOS ;BELA VISTA ;RUA ANTONIO PEREIRA DE LUCENA TOTI, N. 785, LT 29 QD 06 ;108.444,81;183.000,00;40.75;Casa, 0.00 de área total, 46.00 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710757305
8,55553E+12;SP ;SAO CARLOS ;DISTRITO INDUSTRIAL MIGUEL ABDELNUR ;AVENIDA DOUTOR HEITOR JOSE REALI, N. 1031, Apto 502, BL 1 ;98.370,70;166.000,00;40.75;Apartamento, 0.00 de área total, 42.69 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555533231453
8,78771E+12;SP ;SAO CARLOS ;LOTEAMENTO RESIDENCIAL IPE-MIRIM ;RUA EVANDRO DUARTE, N. 984, Apto ., QD 04, LT 15 ;102.222,57;172.500,00;40.75;Casa, 0.00 de área total, 46.00 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709236135
8,78771E+12;SP ;SAO CARLOS ;VILA BOA VISTA 1 ;RUA CORONEL DOMINGOS MARINO DE AZEVEDO, N. 50, Apto 301, BL 13 ;149.650,44;170.000,00;11.98;Apartamento, 81.58 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712866357
8,55554E+12;SP ;SAO CARLOS ;SAO CARLOS ;RUA JOAO DERIGGI, N. 181, Apto 204, BL 08 ;150.000,00;150.000,00;0.00;Apartamento, 88.01 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536723918
8,55554E+12;SP ;SAO CARLOS ;SAO CARLOS ;RUA JOÃO DERIGGI, N. 181, Apto 403, BL 08, VG 107 ;152.000,00;152.000,00;0.00;Apartamento, 0.00 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536801129
8,55554E+12;SP ;SAO CARLOS ;PARQUE MONTE EVEREST ;RUA JOAO DERIGGI, N. 181, Apto 102, 1º PAVIMENTO, BLOCO 10 ;155.000,00;155.000,00;0.00;Apartamento, 75.51 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537336381
